Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc,x,y
"26581768",,,,,6.90,7.24,18.14,24.60,"34",24.30,2.90,245.60,E20,U111,PT,PT1,PT15,PT150,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.7752518300,37.1391042300
"26581792",,,,,5.40,5.81,14.81,21.90,"0",3.40,2.30,150.00,D20,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland without tree cover,Abandoned areas,-8.8337278400,37.3497466400
"26581954",,,,,7.00,7.29,28.10,18.40,"46",56.50,2.10,505.20,E30,U112,PT,PT1,PT17,PT170,Grassland,Spontaneously re-vegetated surfaces,Fallow land,-9.2420918600,38.7685311500
"26601784",,,,,4.40,5.17,5.37,48.00,"0",5.60,3.30,103.80,D10,U120,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Forestry,-8.7922553600,37.2839719300
"26601978",,,,,7.10,7.38,21.60,25.20,"0",7.20,2.10,174.60,C10,U120,PT,PT1,PT17,PT170,Woodland,Broadleaved woodland,Forestry,-9.2822501200,38.9828274500
"26701780",,,,,4.40,5.06,6.69,16.40,"0",0.00,1.90,74.40,D10,U120,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Forestry,-8.6729072600,37.2709071000
"26702014",,,,,5.50,5.92,6.08,14.20,"0",9.40,1.10,126.80,C10,U120,PT,PT1,PT16,PT16B,Woodland,Broadleaved woodland,Forestry,-9.2644019800,39.3200806000
"26741814",,,,,4.90,5.64,6.85,16.80,"0",28.10,1.70,103.80,E20,U111,PT,PT1,PT18,PT181,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.7117083300,37.5781600300
"26741986",,,,,7.40,7.95,20.80,8.20,"285",14.00,1.10,240.20,B82,U111,PT,PT1,PT16,PT16B,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),-9.1459738400,39.0845197800
"26761768",,,,,7.10,7.56,18.84,38.90,"70",49.20,3.80,645.20,E10,U111,PT,PT1,PT15,PT150,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.5782144000,37.1786663100
"26761786",,,,,4.30,4.93,4.38,26.30,"0",4.20,2.00,80.40,B75,U111,PT,PT1,PT15,PT150,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),-8.6216134300,37.3367643500
"26761804",,,,,4.80,5.49,7.84,18.70,"2",5.30,1.40,49.50,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.6652965500,37.4947974300
"26761864",,,,,4.30,5.25,3.88,6.30,"0",0.00,0.40,56.60,C22,U120,PT,PT1,PT18,PT181,Woodland,Pine dominated coniferous woodland,Forestry,-8.8129897600,38.0211054000
"26761998",,,,,4.10,4.65,4.11,14.40,"0",0.00,0.60,27.70,C10,U120,PT,PT1,PT16,PT16B,Woodland,Broadleaved woodland,Forestry,-9.1548040800,39.1939237300
"26762002",,,,,6.40,6.66,3.86,3.40,"1",8.60,0.40,88.20,B72,U111,PT,PT1,PT16,PT16B,Cropland,Pear fruit,Agriculture (excluding fallow land and kitchen gardens),-9.1652697400,39.2288779600
"26781816",,,,,4.10,5.27,4.54,25.90,"0",0.00,2.20,86.90,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.6725503300,37.6045184200
"26802028",,,,,6.10,6.53,4.46,4.70,"0",6.10,0.40,26.60,C10,U120,PT,PT1,PT16,PT16B,Woodland,Broadleaved woodland,Forestry,-9.1884920400,39.4650898600
"26821846",,,,,4.80,5.37,8.20,19.40,"0",9.80,2.40,75.70,E10,U111,PT,PT1,PT18,PT181,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.7020203800,37.8765378600
"26841758",,,,,7.30,7.75,21.50,37.30,"11",6.70,1.20,176.30,F40,U112,PT,PT1,PT15,PT150,Bareland,Other bare soil,Fallow land,-8.4666934900,37.1082318000
"26841764",,,,,7.40,7.56,24.90,50.00,"148",12.40,3.90,736.90,B84,U111,PT,PT1,PT15,PT150,Cropland,Permanent industrial crops,Agriculture (excluding fallow land and kitchen gardens),-8.4810156100,37.1609658200
"26841826",,,,,6.50,6.60,19.95,15.60,"9",11.70,1.70,79.30,F40,U111,PT,PT1,PT18,PT181,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),-8.6308495400,37.7054632400
"26841836",,,,,5.30,5.86,17.04,34.30,"0",13.10,3.70,139.70,E20,U111,PT,PT1,PT18,PT181,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.6553341600,37.7932135900
"26841944",,,,,6.10,6.48,3.58,5.70,"0",31.20,0.60,24.30,E30,U112,PT,PT1,PT17,PT170,Grassland,Spontaneously re-vegetated surfaces,Fallow land,-8.9255566300,38.7396476500
"26881938",,,,,4.90,5.59,6.92,17.60,"0",9.60,1.40,92.80,C10,U120,PT,PT1,PT17,PT170,Woodland,Broadleaved woodland,Forestry,-8.8655438700,38.6960495000
"26921850",,,,,5.50,5.84,8.34,12.10,"0",7.20,1.20,59.40,E20,U111,PT,PT1,PT18,PT181,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.6012482200,37.9336145600
"26921874",,,,,5.60,5.97,4.49,20.40,"0",5.00,1.70,167.50,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.6604290900,38.1441308300
"26921896",,,,,4.40,5.20,1.71,2.90,"0",0.00,0.20,13.60,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.7151371700,38.3370037700
"26941804",,,,,5.30,5.91,4.70,20.50,"0",4.10,2.00,196.70,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.4672418000,37.5341587800
"26941810",,,,,4.40,5.13,5.32,25.00,"0",4.10,2.20,101.70,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.4817276500,37.5868572200
"26942016",,,,,4.20,4.85,5.41,15.30,"0",5.00,1.10,37.30,C10,U120,PT,PT1,PT16,PT16B,Woodland,Broadleaved woodland,Forestry,-8.9989017600,39.3918453500
"26961834",,,,,5.10,5.62,3.82,13.70,"0",4.10,1.20,73.40,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.5178929800,37.8019471400
"26962018",,,,,5.30,5.73,14.89,33.60,"0",5.00,2.00,116.10,C10,U120,PT,PT1,PT16,PT16B,Woodland,Broadleaved woodland,Forestry,-8.9815304200,39.4138205500
"27001846",,,,,4.80,5.45,2.05,4.20,"0",4.10,0.40,22.00,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.5029230200,37.9160088800
"27001864",,,,,5.20,5.79,4.92,24.60,"0",5.00,1.90,93.90,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.5470067600,38.0739685500
"27001882",,,,,4.70,5.09,11.40,7.60,"0",42.10,0.70,34.70,B41,U111,PT,PT1,PT18,PT181,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),-8.5913819900,38.2318642900
"27001894",,,,,4.60,5.36,1.92,2.90,"0",5.80,0.20,15.10,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.6211286500,38.3370926100
"27001936",,,,,6.10,6.42,4.16,6.40,"0",22.50,0.70,46.50,F40,U112,PT,PT1,PT17,PT170,Bareland,Other bare soil,Fallow land,-8.7262818900,38.7051681200
"27002038",,,,,6.70,7.05,13.80,9.20,"2",46.70,0.90,139.20,B72,U111,PT,PT1,PT16,PT16B,Cropland,Pear fruit,Agriculture (excluding fallow land and kitchen gardens),-8.9885605500,39.5976176600
"27021938",,,,,3.60,4.28,3.19,9.40,"0",6.60,0.40,23.10,C10,U120,PT,PT1,PT17,PT170,Woodland,Broadleaved woodland,Forestry,-8.7089519300,38.7271082600
"27022016",,,,,5.20,5.89,7.00,18.90,"0",4.80,1.70,134.50,C10,U120,PT,PT1,PT18,PT185,Woodland,Broadleaved woodland,Forestry,-8.9085561900,39.4097772100
"27041840",,,,,4.30,5.11,2.89,4.70,"0",11.90,0.60,22.70,E20,U111,PT,PT1,PT18,PT181,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.4440534500,37.8720485800
"27041876",,,,,4.50,5.41,2.17,7.10,"0",4.70,0.60,196.40,E20,U111,PT,PT1,PT18,PT181,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.5321295500,38.1879940000
"27061758",,,,,7.60,8.01,18.62,3.90,"695",5.90,1.80,418.80,B74,U111,PT,PT1,PT15,PT150,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),-8.2257880300,37.1557351600
"27061888",,,,,5.10,5.75,5.30,11.20,"0",5.30,0.90,72.10,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.5394978400,38.2976299700
"27061970",,,,,6.00,6.30,10.56,3.70,"0",58.40,0.50,45.90,B16,U111,PT,PT1,PT18,PT185,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.7452063500,39.0161933900
"27081828",,,,,5.00,5.54,4.69,12.10,"0",5.50,1.40,43.00,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry,-8.3707649400,37.7753477600
"27101760",,,,,7.50,7.92,16.20,14.40,"14",13.50,1.70,169.40,B81,U111,PT,PT1,PT15,PT150,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.1866615500,37.1819016000
"27101814",,,,,5.20,5.74,4.14,12.80,"0",5.30,1.70,99.90,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry,-8.3149853400,37.6566787300
"27101892",,,,,4.80,5.53,1.56,4.30,"0",0.00,0.30,13.30,C22,U120,PT,PT1,PT18,PT181,Woodland,Pine dominated coniferous woodland,Forestry,-8.5048611600,38.3414573400
"27101940",,,,,5.50,5.81,3.97,10.30,"0",17.00,1.00,59.70,F40,U112,PT,PT1,PT17,PT170,Bareland,Other bare soil,Fallow land,-8.6244393200,38.7622667600
"27101964",,,,,6.10,6.37,12.31,4.20,"0",33.90,0.50,60.80,B42,U111,PT,PT1,PT18,PT185,Cropland,Tomatoes,Agriculture (excluding fallow land and kitchen gardens),-8.6850277600,38.9725022000
"27102048",,,,,4.80,5.54,2.87,3.50,"2",0.00,0.30,76.70,C10,U120,PT,PT1,PT16,PT16F,Woodland,Broadleaved woodland,Forestry,-8.9013913300,39.7074376000
"27121756",,,,,7.40,7.89,15.72,19.90,"744",54.10,2.10,104.60,B75,U111,PT,PT1,PT15,PT150,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),-8.1553418500,37.1509868000
"27122016",,,,,7.00,7.23,21.80,18.70,"8",7.20,1.90,139.30,B81,U111,PT,PT1,PT18,PT185,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.7955641100,39.4320741400
"27141834",,,,,5.00,5.47,5.19,8.30,"0",6.40,0.80,46.80,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.3189242000,37.8410248700
"27161812",,,,,6.20,6.52,15.90,15.90,"0",13.40,2.00,27.20,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.2440073800,37.6520264400
"27162028",,,,,7.20,7.56,17.74,27.90,"357",7.30,3.10,393.70,B81,U111,PT,PT1,PT16,PT16F,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.7813411500,39.5459344200
"27181846",,,,,5.30,5.72,5.35,5.90,"0",13.00,0.70,80.10,B81,U111,PT,PT1,PT18,PT181,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.3036287900,37.9550648300
"27181912",,,,,6.00,6.11,9.11,20.80,"0",5.30,1.60,85.50,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.4651298600,38.5343304500
"27182008",,,,,6.60,6.86,9.43,18.30,"2",4.20,1.90,229.80,E10,U111,PT,PT1,PT18,PT185,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.7071743000,39.3753827500
"27201772",,,,,6.40,6.57,18.13,22.30,"3",0.00,1.90,144.30,C10,U120,PT,PT1,PT15,PT150,Woodland,Broadleaved woodland,Forestry,-8.1051641000,37.3088403700
"27201962",,,,,4.20,4.96,3.84,13.50,"0",5.00,0.90,37.10,C32,U120,PT,PT1,PT18,PT185,Woodland,Pine dominated mixed woodland,Forestry,-8.5676538300,38.9769935500
"27202006",,,,,7.30,7.58,16.61,11.70,"338",20.70,1.90,156.50,B43,U111,PT,PT1,PT18,PT185,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens),-8.6794565100,39.3623001600
"27202042",,,,,7.20,7.75,18.87,10.00,"389",13.50,1.30,154.20,E20,U111,PT,PT1,PT16,PT16F,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.7723043100,39.6772707500
"27221750",,,,,7.10,7.36,20.80,24.40,"551",6.40,1.50,237.40,D10,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Abandoned areas,-8.0317463500,37.1194783600
"27221804",,,,,5.70,6.08,6.44,11.00,"0",5.50,1.20,42.00,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.1587739500,37.5945671500
"27221822",,,,,5.90,6.15,7.57,15.00,"1",15.20,1.50,172.30,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry,-8.2016741000,37.7528036700
"27221858",,,,,4.60,5.24,4.03,7.40,"0",8.20,0.80,63.40,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.2883251700,38.0690873400
"27241758",,,,,7.50,7.89,23.00,15.40,"686",8.70,2.00,262.60,B81,U111,PT,PT1,PT15,PT150,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.0284757300,37.1941453000
"27241816",,,,,4.70,5.17,12.50,23.10,"0",11.70,1.80,80.10,E10,U111,PT,PT1,PT18,PT184,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.1652604700,37.7043494700
"27241888",,,,,4.80,5.43,4.20,10.20,"0",4.80,1.10,92.80,C10,U120,PT,PT1,PT18,PT181,Woodland,Broadleaved woodland,Forestry,-8.3391407700,38.3367954300
"27241916",,,,,6.00,6.29,8.40,27.40,"0",8.00,2.30,137.00,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.4080118800,38.5824745500
"27241992",,,,,7.40,7.89,32.80,11.40,"19",28.60,1.30,114.70,B82,U111,PT,PT1,PT18,PT185,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),-8.5985802700,39.2485505300
"27242050",,,,,7.20,7.45,23.00,17.80,"0",25.90,1.20,124.80,E20,U111,PT,PT1,PT16,PT16F,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.7476810300,39.7561173500
"27242068",,,,,5.40,5.92,8.95,5.50,"0",9.60,0.60,27.20,C10,U120,PT,PT1,PT16,PT16F,Woodland,Broadleaved woodland,Forestry,-8.7946153300,39.9135052600
"27242086",,,,,4.60,5.06,3.25,5.50,"0",0.00,0.40,26.90,C10,U120,PT,PT1,PT16,PT16E,Woodland,Broadleaved woodland,Forestry,-8.8418679300,40.0708302400
"27281742",,,,,7.10,7.23,49.20,17.30,"3",100.40,1.70,372.00,B76,U111,PT,PT1,PT15,PT150,Cropland,Oranges,Agriculture (excluding fallow land and kitchen gardens),-7.9474553400,37.0617436400
"27281760",,,,,6.90,7.25,17.41,7.70,"8",4.10,0.80,42.40,D10,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Abandoned areas,-7.9892619800,37.2202317300
"27281838",,,,,7.20,7.39,12.70,9.30,"4",36.80,1.10,402.80,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.1736185600,37.9062853300
"27281850",,,,,4.50,5.26,4.92,6.60,"1",18.50,0.70,99.50,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.2024497500,38.0117271700
"27281904",,,,,5.00,5.49,5.71,12.70,"0",5.20,1.20,81.10,B15,U111,PT,PT1,PT18,PT181,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),-8.3337722800,38.4858699200
"27281940",,,,,4.90,5.46,3.66,11.00,"0",6.60,0.90,61.70,C32,U120,PT,PT1,PT18,PT187,Woodland,Pine dominated mixed woodland,Forestry,-8.4227826400,38.8016511900
"27282072",,,,,5.40,5.87,5.12,7.90,"0",6.10,0.80,127.10,C10,U120,PT,PT1,PT16,PT16F,Woodland,Broadleaved woodland,Forestry,-8.7595271900,39.9573689900
"27282102",,,,,4.20,4.89,3.01,10.30,"0",4.40,0.80,22.50,C10,U120,PT,PT1,PT16,PT16E,Woodland,Broadleaved woodland,Forestry,-8.8384081700,40.2195615000
"27301972",,,,,4.50,5.11,3.78,15.00,"0",11.10,1.10,29.80,E20,U111,PT,PT1,PT18,PT185,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.4803980800,39.0865065800
"27301980",,,,,5.90,6.38,3.86,5.70,"0",0.00,0.40,21.70,C10,U120,PT,PT1,PT18,PT185,Woodland,Broadleaved woodland,Forestry,-8.5005556200,39.1566019800
"27302020",,,,,5.60,5.97,3.88,13.60,"0",5.30,1.30,52.60,B81,U111,PT,PT1,PT16,PT16I,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.6022486200,39.5068933700
"27302044",,,,,3.10,4.08,6.81,56.70,"28",11.00,2.10,37.60,C32,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated mixed woodland,Forestry,-8.6639972400,39.7169197100
"27321748",,,,,7.00,7.33,22.20,22.40,"503",25.30,2.80,404.60,B81,U111,PT,PT1,PT15,PT150,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-7.9175301300,37.1230269700
"27321784",,,,,5.10,5.52,6.37,11.70,"0",9.20,1.30,48.10,F40,U111,PT,PT1,PT18,PT184,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),-8.0014154000,37.4399432000
"27322072",,,,,5.60,5.95,4.47,13.30,"1",0.00,0.50,47.00,D10,U120,PT,PT1,PT16,PT16F,Shrubland,Shrubland with sparse tree cover,Forestry,-8.7139551700,39.9662450100
"27341880",,,,,6.70,6.95,9.37,16.20,"0",26.70,1.60,126.40,B15,U111,PT,PT1,PT18,PT181,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),-8.2083040600,38.2881251400
"27341920",,,,,5.90,6.26,6.93,14.60,"0",28.50,1.60,151.10,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.3060841500,38.6392427500
"27361828",,,,,6.40,6.56,14.42,39.90,"2",11.40,3.30,191.10,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry,-8.0611920600,37.8354715500
"27361846",,,,,7.20,7.63,14.47,9.60,"42",19.50,0.90,269.10,B81,U111,PT,PT1,PT18,PT184,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.1041392600,37.9937050700
"27361930",,,,,4.80,5.35,4.01,13.40,"0",9.50,1.50,125.10,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.3083559900,38.7313017000
"27361954",,,,,4.80,5.23,2.86,5.80,"0",0.00,0.50,23.30,E10,U111,PT,PT1,PT18,PT185,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.3678755600,38.9417938100
"27362062",,,,,3.80,4.50,13.66,24.30,"0",12.40,2.00,39.60,C32,U120,PT,PT1,PT16,PT16F,Woodland,Pine dominated mixed woodland,Forestry,-8.6423888500,39.8876355400
"27381884",,,,,5.90,6.32,5.55,4.60,"0",0.00,0.50,61.00,D10,U410,PT,PT1,PT18,PT187,Shrubland,Shrubland with sparse tree cover,Abandoned areas,-8.1734632700,38.3318405800
"27381902",,,,,4.70,5.18,4.03,16.70,"0",17.40,1.70,92.30,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.2172542700,38.4898914100
"27381916",,,,,4.70,5.21,12.33,28.30,"0",9.20,2.20,120.20,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.2515153700,38.6127767200
"27381926",,,,,5.70,5.99,7.82,13.20,"0",7.60,1.20,52.20,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.2760962300,38.7005288400
"27382028",,,,,6.10,6.18,7.54,27.10,"0",4.10,1.90,74.10,B81,U111,PT,PT1,PT16,PT16I,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.5320993000,39.5945017200
"27401804",,,,,5.40,5.57,5.17,8.30,"0",12.10,1.20,40.30,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry,-7.9602295200,37.6328727300
"27401840",,,,,7.40,7.76,17.61,12.30,"21",14.50,1.20,361.90,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),-8.0454663300,37.9494900100
"27402038",,,,,3.60,4.31,4.53,40.40,"0",5.30,1.20,34.40,C32,U120,PT,PT1,PT16,PT16I,Woodland,Pine dominated mixed woodland,Forestry,-8.5350232000,39.6864289600
"27402128",,,,,4.70,5.29,2.90,3.30,"0",5.50,0.20,12.00,C22,U120,PT,PT1,PT16,PT16E,Woodland,Pine dominated coniferous woodland,Forestry,-8.7697877000,40.4734567100
"27421740",,,,,7.60,7.96,14.74,18.00,"363",4.40,1.50,237.90,C10,U120,PT,PT1,PT15,PT150,Woodland,Broadleaved woodland,Forestry,-7.7895234700,37.0735707300
"27421762",,,,,6.40,6.37,19.72,17.90,"2",12.40,2.00,355.60,D10,U410,PT,PT1,PT15,PT150,Shrubland,Shrubland with sparse tree cover,Abandoned areas,-7.8402269400,37.2673742100
"27421780",,,,,5.70,6.23,5.43,5.30,"1",0.00,0.80,62.50,C22,U120,PT,PT1,PT15,PT150,Woodland,Pine dominated coniferous woodland,Forestry,-7.8820139000,37.4258712000
"27421902",,,,,5.10,5.51,10.15,25.50,"0",25.50,2.50,125.20,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.1725939700,38.4984840800
"27422006",,,,,5.30,5.86,3.20,3.40,"0",15.30,0.50,41.40,B16,U111,PT,PT1,PT18,PT185,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.4308292500,39.4105851400
"27422010",,,,,7.20,7.38,31.00,10.10,"5",31.50,1.30,216.70,B16,U111,PT,PT1,PT18,PT185,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-8.4409621600,39.4456245200
"27461842",,,,,6.40,6.62,10.17,7.90,"1",12.60,0.90,170.10,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),-7.9837124000,37.9798215800
"27461868",,,,,4.70,5.32,5.75,9.70,"0",9.80,1.10,80.20,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.0458137300,38.2083745700
"27461878",,,,,4.90,5.41,8.70,16.50,"0",20.20,1.70,146.80,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry,-8.0698571900,38.2962450500
"27461892",,,,,5.00,5.71,4.66,9.70,"0",0.00,1.00,60.90,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.1036669900,38.4192315200
"27462022",,,,,5.00,5.47,10.30,45.30,"0",6.20,2.70,135.50,C10,U120,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Forestry,-8.4261236500,39.5594569500
"27462138",,,,,4.20,5.00,2.27,3.20,"0",3.50,0.20,16.80,C22,U120,PT,PT1,PT16,PT16D,Woodland,Pine dominated coniferous woodland,Forestry,-8.7273888200,40.5741589300
"27481828",,,,,5.60,5.88,5.87,16.90,"0",4.60,1.80,64.00,C10,U120,PT,PT1,PT18,PT184,Woodland,Broadleaved woodland,Forestry,-7.9283755800,37.8609313300
"27481840",,,,,5.20,5.45,9.91,6.80,"0",24.30,0.70,79.60,B31,U111,PT,PT1,PT18,PT184,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),-7.9567862800,37.9664733300
"27481894",,,,,4.60,5.19,4.66,20.20,"0",11.70,2.00,72.50,C10,U120,PT,PT1,PT18,PT187,Woodland,Broadleaved woodland,Forestry,-8.0861939400,38.4410709300
"27481972",,,,,6.40,6.66,9.85,7.80,"2",7.70,0.60,31.30,C10,U120,PT,PT1,PT18,PT186,Woodland,Broadleaved woodland,Forestry,-8.2777266900,39.1256159700
"27482128",,,,,6.90,7.27,6.14,5.10,"1",12.10,0.60,31.70,E20,U111,PT,PT1,PT16,PT16D,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.6779252600,40.4912185400
"27501780",,,,,5.70,6.06,3.10,5.90,"0",4.40,0.90,66.60,B74,U111,PT,PT1,PT15,PT150,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),-7.7939511900,37.4426822200
"27501802",,,,,5.40,5.78,4.75,7.90,"0",10.50,1.10,45.10,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.8451688000,37.6363711700
"27501892",,,,,4.80,5.45,4.93,9.30,"0",9.50,1.00,32.80,E20,U111,PT,PT1,PT18,PT187,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-8.0590407600,38.4277696900
"27521862",,,,,6.90,7.28,11.91,8.20,"33",10.70,0.90,136.50,E20,U111,PT,PT1,PT18,PT184,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-7.9647273900,38.1683843100
"27521880",,,,,6.90,7.36,12.06,20.80,"13",4.90,2.30,96.10,B81,U111,PT,PT1,PT18,PT187,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-8.0078299300,38.3265929500
"27522042",,,,,6.40,6.53,8.60,31.70,"1",6.40,1.90,255.40,C10,U410,PT,PT1,PT16,PT16I,Woodland,Broadleaved woodland,Abandoned areas,-8.4089521900,39.7476900000
"27522096",,,,,7.10,7.36,22.40,12.80,"42",110.00,1.60,71.00,B21,U113,PT,PT1,PT16,PT16E,Cropland,Potatoes,Kitchen gardens,-8.5481448400,40.2202777100
"27522114",,,,,4.50,5.05,3.00,9.50,"0",0.00,0.50,18.30,C22,U120,PT,PT1,PT16,PT16E,Woodland,Pine dominated coniferous woodland,Forestry,-8.5951756700,40.3776834400
